VNUM	LOCALE_NAME
20401	Koloni Bekçisi
20402	Portal Bekçisi
20403	Amarok
20404	Nagual
20405	Waheela
20406	NoNAme
20407	Fenrir
20408	Tapýnak Bekçisi
20409	Orman Bekçisi
20410	Orman Casusu
20411	Orman Kaþifi
20412	Orman Bekçileri Lideri
20413	Kawuco
20414	Andastra
20415	Portal
20416	Sam Pumpkin
20417	Okey Masasý
20419	Ejderha Bekçisi Dolnarr
20420	Altýn Ejderha Kutusu
20421	Ejderha Bekçisi Jaharr
20422	Ejderha Yumurtasý
20423	Ruh Kristali Simyacýsý
20424	Yakut Simyacýsý
20425	Lal Simyacýsý
20426	Zümrüt Simyacýsý
20427	Safir Simyacýsý
20428	Turmalin Simyacýsý
20429	Savaþ Bölgesi Ustasý
20430	Pasta
20431	Yýl Dönümü Tüccarý
20432	Hidra yumurtasý
20433	Savaþçý heykeli
20434	Gemi direði
20435	Meley'in izi
20436	Dümen
20437	Onarým tahtasý
20438	Keþiþ Milbon
20439	Zi Portalý
20440	Chou Portalý
20441	Yin Portalý
20442	Mao Portalý
20443	Chen Portalý
20444	Si Portalý
20445	Wu Portalý
20446	Wei Portalý
20447	Shen Portalý
20448	Yu Portalý
20449	Xu Portalý
20450	Hai Portalý
20451	Zodyak Tüccarý
20452	Zi Heykeli
20453	Chou Heykeli
20454	Yin Heykeli
20455	Mao Heykeli
20456	Chen Heykeli
20457	Si Heykeli
20458	Wu Heykeli
20459	Wei Heykeli
20460	Shen Heykeli
20461	Yu Heykeli
20462	Xu Heykeli
20463	Hai Heykeli
20464	Top
20465	Zodyak Portalý
20470	Yanýlsama heykeli
20471	Uyanýþ heykeli
20472	Zaman Çatlaðý heykeli
20473	Cephanelik heykeli
20474	Zýrh ustasý heykeli
20475	Kutsal set demircisi
20476	Görkemli set demircisi
20477	Kahraman set demircisi
20478	Soylu set demircisi
20479	Heybetli set demircisi
20500	Ejderha Yumurtasý
20501	Gaya Sandýðý
20502	Yutnori Masasý
20503	Gaya Tüccarý
20504	Gaya Maðazasý
20505	Yut Çubuklarý
20506	Kralý yakala masasý
20510	ZÇ: Sura Ruhu
20511	ZÇ: Am-heh Yutaðý
20512	ZÇ: Taramor mezar taþý
20513	ZÇ: Ýsfet Steli
20514	ZÇ: Kader Kilidi
20515	ZÇ: Ejder Kapýsý
20516	ZÇ: Buz Arslaný
20517	ZÇ: Arktos Küpü
20518	ZÇ: Kuzey ejderi sütunu
20519	ZÇ: Orman Bekçisi
20520	ZÇ: Orman Casusu
20521	ZÇ: Orman Ýzcisi
20522	ZÇ: Orman B. Lideri
20530	TS: Sura Ruhu
20531	TS: Am-heh Yutaðý
20532	TS: Taramor mezar taþý
20533	TS: Ýsfet Steli
20534	TS: Kader Kilidi
20535	TS: Ejder Kapýsý
20536	TS: Buz Arslaný
20537	TS: Arktos Küpü
20538	TS: Kuzey Ejderi Sütunu
20539	TS: Orman Bekçisi
20540	TS: Orman Casusu
20541	TS: Orman Ýzcisi
20542	TS: Orman B. Lideri
20650	Madalya korucusu
20702	Enerji Tapýnaðý
20703	Þans Tapýnaðý
20704	Güç Tapýnaðý
20705	Hazine Tapýnaðý
20706	Aydýnlanma Tapýnaðý
20707	Æ÷Å»(°ÝÀüÁö) 385 385
30000	°³ÀÎ»óÁ¡
30001	°³ÀÎ»óÁ¡
30002	Binbir Gece
30003	Mangal Ustasý
30004	Hazine Avcýsý
30005	Kýsýk Ateþ
30006	Silah Satýcýsý
30007	Zýrh Ticareti
30008	Simyacý
30101	Kud Heykeli
30102	Bazalt Dikilitaþ
30103	Kaplumbaða Kayalýðý
30104	Runik Direði
30111	1. Lanet Kapýsý
30112	2. Lanet Kapýsý
30113	3. Lanet Kapýsý
30114	4. Lanet Kapýsý
30115	5. Lanet Kapýsý
30116	6. Lanet Kapýsý
30117	7. Lanet Kapýsý
30118	8. Lanet Kapýsý
30119	9. Lanet Kapýsý
30120	Bitki Çantasý
30121	Sura Ruhu
30122	Savaþçý Ruhu
30123	Karanlýk Tapýnak
30124	Sura-Ýskeleti 1
30125	Sura-Ýskeleti 2
30126	Sura-Ýskeleti 3
30127	Sura-Ýskeleti 4
30128	Sura-Ýskeleti 5
30129	Paskalya Tavþaný
30130	Mezar Taþý
30131	Bay B.
30132	Bay B.
30301	Ruh Kristali Damarý
30302	Yakut Damarý
30303	Grena Damarý
30304	Zümrüt Damarý
30305	Safir Damarý
30306	Turmalin Maden Damarý
30307	Summer
30308	Posta kutusu
33001	¸ðÇè°¡ÀÇ ÇØ°ñ
33002	Tarihçi
33003	Niyetli Vatandaþ
33004	Niyetli Vatandaþ
33005	Niyetli Vatandaþ
33006	Niyetli Vatandaþ
33007	Niyetli Vatandaþ
33008	Jack Pumpkin
33009	Kan Ritüeli
34001	Ateþ Ankasý
34002	Yavru Ren Geyiði
34003	Buz Ankasý
34004	Yavru Azrail
34005	Porki
34006	Rufus
34007	Khan
34008	Leonidas
34009	Yavru Azrail
34010	Bambi
34011	Knuud
34012	Bao Bao
34013	Þiþko Cellatcýk
34014	Þiþko Cellatcýk (altýn)
34015	Boney
34016	Yeþim Ankasý
34017	Kutup Porki
34018	Ayaz Rufus
34019	Arktik Khan
34020	Kar Leonidas
34021	Sheldon
34022	Cooper
34023	Panter yavrusu
34024	Leopar yavrusu
34026	Balkabaðý Kafasý
34027	Küçük Süpürgeci
34028	Kar Tanesi
34029	Çancýk
34030	Cupido
34031	Öfkeli kalp
34032	Kýrmýzý hilal
34033	Mavi hilal
34034	Beyaz Kuzucuk
34035	Mavi Koç
34036	Küçük Ejderha
34037	Küçük Ejderha (Kahraman)
34039	Yavru Huashin
34041	Küçük Maymun
34042	Küçük Maymun (Kahraman)
34045	Küçük Örümcek
34046	Küçük Örümcek (Kahraman)
34047	Exedyar yavrusu
34048	Nadir Exedyar yavrusu
34049	Küçük Razadör
34050	Küçük Razadör (Kahraman)
34053	Küçük Nemere
34054	Küçük Nemere (Kahraman)
34055	Bruce
34056	Wayne
34057	Robin
34058	Valentino
34059	Valentinia
34060	Valentino
34061	Valentinia
34062	Ay feneri (turuncu)
34063	Ay feneri (mavi)
34064	Küçük Meley
34065	Küçük Meley
34066	Bonsa
34067	Bayan Jiangshi+
34068	Bay Jiangshi+
34069	Genç Jiangshi
34070	Kýrmýzý Elf
34071	Yeþil Elf
34072	Yardýmcý Elf
34073	Azrailcik
34074	Azrailcik (Kahraman)
34075	Tombik cellatcýk
34076	Tombik cellatcýk (Khrmn)
34080	Baashido Yavrusu
34081	Baashido yavrusu (khrmn)
34082	Nessie
34083	Nessie (kahraman)
34084	Donni
34085	Frank
34086	Hui
34087	Buh
34088	Grusella
34089	Minidall
34090	Renkli fener
34091	Yeþil fener
34092	Osvald Bey
34093	Cobblepot Bey
34094	Chesterfield Bey
34095	Griffy
34096	Nogaj
34097	Astrabell
34098	Helexna
34099	Chaotika
34100	Lycan Maddäus
34101	Lycaninho
34102	Küçük Catenaccio
34103	K. mavi prlk tavus kuþu
34104	Pembe parlak tavus kuþu
34105	Koyu mavi tavus kuþu
34106	Fýrat Fýndýk
34107	Cezmi Ceviz
34108	Bartu Badem
34109	De-Zooka
34110	Toplu deve
34111	Çöl gemiciði
34112	Havalý böcek+
34113	Havalý böcek
34114	Falcý ateþ kedisi
34115	Falcý buz kedisi
34116	Üç gözlü ateþ kedisi
34117	Cüce Burun+ (kýrmýzý)
34118	Cüce Burun+ (yeþil)
34119	Cüce Burun
34120	Kýrmýzý yavru Huashin
34121	Beyaz yavru Huashin
34122	Bonsai+
34123	+Bonsai+
34124	Küçük ateþ elementeri
34125	Küçük buz elementeri
34126	Küçük þimþek elementeri
34127	Küçük rüzgar elementeri
34128	Küçük toprak elementeri
34129	Küçük karanlk elementeri
34130	Oyunbaz aþk elçisi
34131	Sakar aþk elçisi
34132	Küçük aþk elçisi
34133	Mini Yengeç Savaþçýsý
34134	Mini Yengeç
60000	Lonca yöneticisi
60001	Lonca yöneticisi
60002	Lonca yöneticisi
60003	Teovahdan
