ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
12681	¹«´ç80+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	30000	12682	344	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	2	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	6	0	0	0
12682	¹«´ç80+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	45000	12683	345	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	3	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	8	0	0	0
12683	¹«´ç80+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	70000	12684	346	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	4	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	13	0	0	0
12684	¹«´ç80+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	110000	12685	347	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	5	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	18	0	0	0
12685	¹«´ç80+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	170000	12686	348	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	6	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	23	0	0	0
12686	¹«´ç80+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	260000	12687	349	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	7	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	28	0	0	0
12687	¹«´ç80+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	390000	12688	350	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	8	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	33	0	0	0
12688	¹«´ç80+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	590000	12689	351	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	10	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	38	0	0	0
12689	¹«´ç80+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	890000	0	0	15	LEVEL	80	LIMIT_NONE	0	APPLY_STUN_PCT	12	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	43	0	0	0
12690	ºñ´ÃÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	20000	12691	343	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0
12691	ºñ´ÃÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	30000	12692	344	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0
12692	ºñ´ÃÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	45000	12693	345	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0
12693	ºñ´ÃÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	70000	12694	346	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0
12694	ºñ´ÃÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	110000	12695	347	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0
12695	ºñ´ÃÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	170000	12696	348	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0
12696	ºñ´ÃÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	260000	12697	349	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0
12697	ºñ´ÃÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	390000	12698	350	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0
12698	ºñ´ÃÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	590000	12699	351	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0
12699	ºñ´ÃÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	890000	0	0	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0
12700	¿ëºñµÎ°Ç+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	20000	12701	343	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0
12701	¿ëºñµÎ°Ç+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	30000	12702	344	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0
12702	¿ëºñµÎ°Ç+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	45000	12703	345	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0
12703	¿ëºñµÎ°Ç+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	70000	12704	346	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0
12704	¿ëºñµÎ°Ç+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	110000	12705	347	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0
12705	¿ëºñµÎ°Ç+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	170000	12706	348	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0
12706	¿ëºñµÎ°Ç+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	260000	12707	349	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0
12707	¿ëºñµÎ°Ç+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	390000	12708	350	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0
12708	¿ëºñµÎ°Ç+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	590000	12709	351	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0
12709	¿ëºñµÎ°Ç+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	890000	0	0	0	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0
12710	±ÍÈ¥Åõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	20000	12711	343	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0
12711	±ÍÈ¥Åõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	30000	12712	344	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0
12712	±ÍÈ¥Åõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	45000	12713	345	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0
12713	±ÍÈ¥Åõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	70000	12714	346	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0
12714	±ÍÈ¥Åõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	110000	12715	347	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0
12715	±ÍÈ¥Åõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	170000	12716	348	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0
12716	±ÍÈ¥Åõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	260000	12717	349	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0
12717	±ÍÈ¥Åõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	390000	12718	350	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0
12718	±ÍÈ¥Åõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	590000	12719	351	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0
12719	±ÍÈ¥Åõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	890000	0	0	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0
12720	¹éÁ¦¸ð+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	20000	12721	343	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0
12721	¹éÁ¦¸ð+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	30000	12722	344	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0
12722	¹éÁ¦¸ð+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	45000	12723	345	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0
12723	¹éÁ¦¸ð+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	70000	12724	346	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0
12724	¹éÁ¦¸ð+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	110000	12725	347	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0
12725	¹éÁ¦¸ð+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	170000	12726	348	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0
12726	¹éÁ¦¸ð+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	260000	12727	349	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0
12727	¹éÁ¦¸ð+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	390000	12728	350	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0
12728	¹éÁ¦¸ð+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	590000	12729	351	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0
12729	¹éÁ¦¸ð+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	890000	0	0	15	LEVEL	100	LIMIT_NONE	0	APPLY_MELEE_MAGIC_ATTBONUS_PER	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0
12730	ºñ´ÃÅõ±¸+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	20000	12731	343	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0
12731	ºñ´ÃÅõ±¸+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	30000	12732	344	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0
12732	ºñ´ÃÅõ±¸+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	45000	12733	345	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0
12733	ºñ´ÃÅõ±¸+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	70000	12734	346	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0
12734	ºñ´ÃÅõ±¸+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	110000	12735	347	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0
12735	ºñ´ÃÅõ±¸+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	170000	12736	348	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0
12736	ºñ´ÃÅõ±¸+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	260000	12737	349	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0
12737	ºñ´ÃÅõ±¸+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	390000	12738	350	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	6	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	33	0	0	0
12738	ºñ´ÃÅõ±¸+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	590000	12739	351	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	8	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	38	0	0	0
12739	ºñ´ÃÅõ±¸+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	890000	0	0	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	10	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	43	0	0	0
12740	¿ëºñµÎ°Ç+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	20000	12741	343	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	4	0	0	0
12741	¿ëºñµÎ°Ç+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	30000	12742	344	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	6	0	0	0
12742	¿ëºñµÎ°Ç+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	45000	12743	345	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	1	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	8	0	0	0
12743	¿ëºñµÎ°Ç+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	70000	12744	346	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	2	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	13	0	0	0
12744	¿ëºñµÎ°Ç+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	110000	12745	347	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	3	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	18	0	0	0
12745	¿ëºñµÎ°Ç+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	170000	12746	348	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	4	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	23	0	0	0
12746	¿ëºñµÎ°Ç+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	NONE	WEAR_HEAD	NONE	20000	260000	12747	349	15	LEVEL	100	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	5	APPLY_NONE	0	APPLY_NONE	0	0	15	0	0	0	28	0	0	0
